RID,Age,Gender,Region,BrandA_awareness,BrandA_usage,BrandA_affinity,BrandA_uniqueness,BrandA_dynamism,BrandB_awareness,BrandB_usage,BrandB_affinity,BrandB_uniqueness,BrandB_dynamism,BrandC_awareness,BrandC_usage,BrandC_affinity,BrandC_uniqueness,BrandC_dynamism
707,45,Female,East,0,0,1,1,5,1,0,2,1,4,1,1,4,5,2
708,53,Female,East,1,0,4,2,5,0,0,3,1,3,0,0,5,4,1
709,43,Male,South,0,0,5,2,4,1,0,2,1,5,0,0,3,4,2
710,25,Male,North,0,0,4,5,2,1,0,3,2,5,1,1,4,1,2
711,45,Male,South,1,0,4,4,5,1,0,1,4,5,1,1,5,3,3
712,45,Female,South,1,0,2,3,2,1,1,2,3,2,1,0,3,4,1
713,54,Female,East,1,1,5,2,3,1,0,2,5,4,0,0,2,2,3
714,58,Male,East,1,1,4,4,3,1,1,4,1,3,1,1,3,2,3
715,53,Female,South,1,1,4,1,3,0,0,2,2,5,1,0,1,2,3
716,44,Female,North,1,0,5,5,5,1,0,5,2,5,1,0,1,5,3
717,34,Female,West,0,0,5,1,3,0,0,3,2,3,1,1,5,5,5
718,26,Female,South,0,0,1,2,4,0,0,1,5,4,1,0,4,4,4
719,50,Male,East,1,0,2,2,4,1,0,5,5,3,1,0,2,4,1
720,37,Male,North,0,0,5,1,5,1,0,5,1,2,1,0,5,4,5
721,30,Male,South,0,0,5,2,2,1,0,5,5,2,1,1,2,5,4
722,45,Male,North,1,1,3,4,1,1,0,5,1,3,0,0,1,4,4
723,65,Female,East,1,0,5,2,2,1,0,1,5,4,1,0,4,1,4
724,46,Female,West,1,0,2,5,2,0,0,4,5,5,0,0,4,3,5
725,30,Male,South,1,0,4,4,2,1,0,2,5,2,0,0,1,2,1
726,63,Male,North,1,0,4,3,2,1,1,5,1,2,0,0,3,2,2
727,52,Male,North,0,0,4,2,1,1,0,2,3,4,1,1,4,1,4
728,23,Female,South,0,0,4,2,3,0,0,2,1,2,1,0,3,4,2
729,35,Male,North,1,0,3,5,2,0,0,5,3,2,1,0,2,5,2
730,22,Female,North,1,1,5,5,4,1,0,4,2,4,1,0,4,4,3
731,64,Male,West,1,0,4,1,5,1,0,2,2,3,0,0,1,4,2
732,42,Male,South,0,0,1,1,5,0,0,3,1,5,1,0,3,2,3
733,19,Female,South,1,0,4,1,4,0,0,2,3,5,0,0,2,2,1
734,27,Female,West,1,0,5,5,2,1,0,5,3,2,1,0,2,5,1
735,47,Male,North,1,0,4,1,1,1,0,1,3,5,1,0,4,2,3
736,62,Female,West,1,0,3,1,3,1,0,2,2,3,0,0,4,4,1
737,22,Female,South,1,0,2,3,5,1,0,4,1,2,0,0,5,1,4
738,50,Female,West,1,1,2,1,3,1,1,3,4,5,1,1,5,5,1
739,18,Male,East,1,1,5,2,1,1,0,3,3,1,1,1,4,1,3
740,35,Female,West,1,0,2,5,5,0,0,1,3,1,1,0,5,4,4
741,49,Female,West,1,0,2,4,3,1,0,1,4,1,1,1,1,5,2
742,64,Female,South,1,1,1,3,1,1,0,2,1,1,1,1,1,1,2
743,28,Male,West,1,0,5,5,3,0,0,5,3,1,1,1,5,5,2
744,38,Male,South,1,0,5,5,2,1,1,4,1,2,0,0,4,4,3
745,43,Male,South,0,0,2,2,1,1,0,3,3,4,0,0,1,5,2
746,42,Female,South,1,1,2,1,3,1,0,1,5,4,1,0,2,4,1
747,39,Male,East,1,1,2,2,2,1,1,4,3,2,1,1,4,5,2
748,44,Female,North,1,0,3,1,2,1,0,5,5,2,0,0,3,5,5
749,30,Female,East,1,1,4,1,1,1,0,3,1,3,0,0,3,2,5
750,50,Male,East,1,1,3,5,4,1,1,3,3,4,0,0,4,4,2
751,51,Female,West,0,0,5,1,5,1,0,5,2,1,0,0,5,3,2
752,58,Male,West,1,0,1,3,1,0,0,3,2,2,0,0,1,5,5
753,52,Female,South,1,0,4,3,2,1,0,5,4,1,1,0,1,1,2
754,18,Male,South,1,1,1,3,2,1,1,3,2,4,1,1,4,2,4
755,38,Female,South,1,0,5,5,1,1,0,2,5,5,1,0,2,2,5
756,65,Female,North,1,1,5,2,4,1,1,5,2,5,1,0,5,5,3
757,23,Female,North,1,0,1,4,5,1,1,4,2,2,1,0,2,3,5
758,45,Female,South,0,0,1,1,3,1,0,2,2,3,1,0,4,2,1
759,34,Female,South,1,0,1,4,1,1,0,4,3,1,1,0,4,4,4
760,22,Female,West,1,0,5,2,5,0,0,3,4,2,1,0,2,5,3
761,48,Female,East,1,1,2,2,5,1,0,4,1,3,1,0,3,5,2
762,22,Female,South,1,1,1,5,2,1,1,2,4,1,1,0,4,3,1
763,55,Male,East,1,1,4,3,3,1,0,5,5,4,1,0,5,4,1
764,20,Female,North,0,0,5,3,1,0,0,1,3,5,1,1,2,4,4
765,40,Female,South,1,1,3,2,2,1,1,4,3,3,1,0,3,3,3
766,54,Female,East,1,0,3,5,2,0,0,1,2,1,1,1,2,1,1
767,54,Male,South,1,0,4,5,4,1,1,4,2,2,0,0,3,4,3
768,27,Female,South,1,0,2,1,5,1,1,4,5,1,1,0,3,1,3
769,27,Male,West,0,0,1,3,1,0,0,5,3,2,1,1,5,1,1
770,36,Female,West,0,0,5,2,1,1,0,3,1,5,0,0,4,5,3
771,34,Male,East,1,1,1,4,1,1,1,2,4,5,1,1,3,5,4
772,38,Female,East,1,0,5,3,2,1,1,2,3,1,1,1,4,2,1
773,31,Female,East,0,0,3,1,4,1,0,2,1,1,0,0,5,5,4
774,26,Male,North,1,0,1,5,3,0,0,3,1,2,1,0,4,4,4
775,63,Female,South,1,0,4,2,2,1,0,1,4,2,0,0,1,4,3
776,18,Male,North,1,0,2,3,3,0,0,2,1,3,1,0,3,1,3
777,62,Female,South,1,1,4,4,4,1,0,1,5,3,1,1,5,4,1
778,30,Female,East,0,0,2,1,5,1,0,3,1,3,1,1,2,5,2
779,21,Female,North,0,0,1,1,1,0,0,3,5,1,1,0,5,5,1
780,18,Female,West,1,1,1,3,3,1,0,5,1,3,1,0,3,5,4
781,57,Female,West,1,0,2,4,2,0,0,2,2,1,1,1,5,3,3
782,49,Male,East,1,0,3,1,3,1,1,5,1,5,1,0,2,4,4
783,51,Male,East,1,1,5,2,5,0,0,2,5,4,1,1,1,2,5
784,45,Female,West,1,0,4,1,1,1,0,3,1,5,1,1,3,4,5
785,48,Female,North,1,0,4,4,3,0,0,3,1,1,1,0,3,4,4
786,25,Female,West,1,0,4,5,5,1,0,4,1,1,0,0,5,3,2
787,56,Female,North,1,0,1,5,2,1,1,4,5,4,1,0,4,4,2
788,43,Male,West,1,0,4,3,4,0,0,3,1,2,0,0,4,1,1
789,51,Female,South,0,0,5,4,2,1,1,3,4,2,1,1,2,5,1
790,20,Male,West,1,0,5,1,1,1,0,1,4,2,1,1,1,5,1
791,29,Female,West,0,0,2,1,2,1,1,1,5,3,0,0,1,3,3
792,18,Male,North,1,0,1,5,2,1,0,5,2,2,0,0,5,5,2
793,61,Male,South,1,0,5,5,2,1,0,4,4,3,0,0,5,1,4
794,22,Male,West,1,1,3,2,2,0,0,4,3,3,1,0,4,3,5
795,47,Male,South,1,0,1,5,1,0,0,3,4,2,1,0,1,2,2
796,47,Female,West,0,0,1,2,5,1,1,3,3,2,1,0,1,5,2
797,34,Male,East,0,0,5,1,3,1,1,5,5,4,1,0,1,4,2
798,65,Male,South,1,0,3,2,4,1,1,4,2,4,0,0,2,1,1
799,64,Male,South,0,0,2,2,3,0,0,1,3,3,1,0,2,1,3
800,40,Male,North,1,1,5,3,3,1,0,2,3,4,1,1,5,5,4
801,32,Male,West,1,0,3,5,4,1,0,5,4,3,1,1,4,2,1
802,54,Male,South,1,1,1,2,1,0,0,2,3,1,0,0,3,4,3
803,38,Female,East,1,1,3,1,4,1,1,1,5,3,1,0,4,2,2
804,31,Female,South,0,0,1,4,1,1,1,1,5,3,1,0,2,2,3
805,19,Female,East,1,0,5,2,3,1,0,2,5,4,1,0,2,5,1
806,28,Male,West,1,0,5,5,1,1,0,5,4,1,1,0,5,4,2
807,56,Male,West,0,0,4,3,5,1,1,2,2,5,1,1,3,5,1
808,55,Female,South,1,0,4,1,4,1,0,5,4,5,1,1,1,5,4
809,51,Female,West,0,0,4,3,5,0,0,5,5,5,0,0,3,1,2
810,55,Male,West,1,0,5,4,3,1,1,3,4,1,1,0,3,5,3
811,51,Male,East,1,0,2,2,4,0,0,4,5,2,1,1,3,3,1
812,35,Male,West,0,0,5,2,3,1,0,4,1,1,0,0,5,4,5
813,47,Male,North,1,0,3,5,5,1,1,1,1,4,1,0,2,1,3
814,32,Male,North,1,0,5,2,3,1,1,3,3,3,1,0,1,4,3
815,44,Female,West,1,1,5,1,4,0,0,4,2,3,1,0,3,1,2
816,51,Female,South,1,0,1,4,4,1,1,5,1,4,1,0,1,3,3
817,55,Female,West,1,0,1,3,3,1,0,5,5,4,1,1,3,5,1
818,50,Female,West,0,0,1,4,4,1,0,2,4,3,1,0,2,1,5
819,41,Female,North,1,0,5,2,4,1,0,2,4,2,0,0,1,1,4
820,32,Female,West,0,0,2,3,3,1,0,5,3,2,1,0,4,1,5
821,47,Female,South,1,0,3,5,5,1,0,5,4,2,0,0,2,3,1
822,59,Male,East,1,1,3,4,4,1,0,2,1,4,0,0,1,4,2
823,34,Male,East,1,0,2,3,4,1,0,4,4,3,1,0,3,3,1
824,22,Male,West,1,0,2,3,4,1,0,1,1,3,1,1,3,1,3
825,46,Female,North,0,0,3,3,4,0,0,2,1,3,1,0,2,1,2
826,21,Female,South,1,1,4,1,3,0,0,4,2,1,0,0,2,5,4
827,27,Male,East,0,0,1,4,5,1,0,4,3,1,1,0,3,3,4
828,34,Female,East,0,0,1,3,5,1,0,4,5,5,0,0,1,3,1
829,27,Male,East,0,0,3,4,1,1,0,3,1,1,1,0,4,2,3
830,34,Female,North,1,0,2,3,4,1,0,3,3,2,1,0,5,4,4
831,37,Male,South,0,0,4,5,4,1,1,4,5,2,0,0,2,2,5
832,41,Male,South,0,0,3,5,1,1,0,5,4,2,1,0,3,2,2
833,22,Female,West,0,0,1,5,5,1,0,3,3,2,0,0,1,4,5
834,51,Male,South,0,0,5,2,2,1,0,2,3,5,1,0,2,5,4
835,23,Male,North,1,1,2,3,2,1,0,3,3,2,1,0,1,5,4
836,19,Male,West,1,1,5,2,5,1,0,5,4,4,1,0,2,4,1
837,30,Female,North,1,0,3,4,4,1,0,1,4,4,1,1,3,4,1
838,60,Female,West,1,0,1,2,2,0,0,3,3,4,1,0,1,3,2
839,60,Male,East,0,0,4,4,3,1,1,4,2,1,0,0,3,3,1
840,65,Female,West,1,0,5,4,3,0,0,4,1,3,0,0,1,3,3
841,28,Female,South,1,0,4,4,1,1,0,4,4,5,1,0,2,3,2
842,64,Male,North,0,0,1,2,5,0,0,1,2,4,1,0,5,1,3
843,40,Male,East,0,0,5,3,5,1,0,5,4,4,0,0,5,1,1
844,33,Male,West,0,0,4,2,2,1,0,2,3,2,1,1,4,5,2
845,48,Male,East,0,0,4,3,4,1,0,5,2,4,1,0,4,1,4
846,28,Female,North,1,1,5,3,5,1,1,1,5,2,1,0,3,1,5
847,33,Male,West,1,0,1,4,2,1,0,4,1,2,1,1,1,3,4
848,25,Female,West,0,0,4,2,2,1,1,5,1,3,1,0,4,3,3
849,21,Female,East,0,0,3,3,5,1,0,2,4,1,1,0,2,4,4
850,57,Male,West,1,0,5,5,2,1,1,4,1,2,0,0,5,3,4
851,21,Female,West,0,0,2,3,1,1,1,2,5,2,1,0,1,4,5
852,42,Male,East,1,0,2,5,1,1,1,3,2,3,0,0,5,4,5
853,20,Female,North,1,0,1,2,5,0,0,2,2,2,0,0,1,1,4
854,49,Female,South,0,0,3,2,4,1,1,4,3,5,1,1,4,3,5
855,20,Female,North,0,0,4,2,1,1,1,3,2,1,1,0,4,1,4
856,44,Female,South,1,1,2,3,1,0,0,4,4,5,0,0,3,3,2
857,46,Male,South,1,1,1,1,5,1,0,4,5,4,1,1,1,1,4
858,49,Female,North,1,1,3,3,3,1,1,3,3,1,1,0,2,1,1
859,36,Female,South,1,1,3,3,2,1,0,2,4,4,0,0,4,1,5
860,38,Female,North,0,0,1,4,1,0,0,1,4,2,1,0,3,5,5
861,22,Female,West,1,0,1,4,3,1,1,1,4,3,1,1,4,1,3
862,35,Female,West,1,1,4,3,4,0,0,1,1,5,0,0,5,2,3
863,45,Male,North,0,0,1,5,3,0,0,1,4,4,1,0,4,2,1
864,59,Male,West,1,0,4,4,5,1,0,5,1,2,1,0,1,2,5
865,39,Female,East,0,0,4,3,4,1,1,1,2,5,1,0,3,4,5
866,38,Male,South,1,1,5,1,4,1,0,3,1,5,1,0,1,1,3
867,23,Female,North,0,0,3,5,3,0,0,1,4,4,0,0,2,2,3
868,18,Female,East,1,1,3,2,5,1,0,4,5,2,1,0,2,4,4
869,22,Male,West,1,1,3,3,1,0,0,1,5,3,0,0,4,2,5
870,58,Male,East,1,0,5,3,3,1,0,2,2,4,1,0,3,3,5
871,29,Female,North,0,0,4,5,1,1,1,3,4,5,1,1,3,5,4
872,43,Male,North,1,0,4,4,3,1,0,3,1,5,0,0,3,1,5
873,63,Female,South,1,0,1,4,1,0,0,5,5,1,1,0,3,5,1
874,51,Male,South,1,1,5,4,3,1,1,4,3,2,0,0,4,5,3
875,31,Female,North,1,0,1,2,4,1,0,3,4,1,1,0,1,3,3
876,43,Male,South,1,0,5,5,2,0,0,2,4,3,1,0,4,3,3
877,62,Female,West,1,0,1,5,4,0,0,1,3,4,0,0,1,3,2
878,44,Male,West,1,1,2,4,1,1,0,3,5,5,1,0,5,4,1
879,26,Female,South,1,0,3,4,5,1,0,2,3,2,1,0,5,2,1
880,43,Male,West,1,1,3,1,4,1,1,1,2,5,0,0,1,1,4
881,64,Female,South,1,0,4,1,2,1,1,5,1,1,1,1,4,3,2
882,39,Female,South,1,1,2,3,1,1,0,3,1,1,1,1,2,1,5
883,64,Male,North,1,1,3,3,4,1,0,3,5,4,1,1,4,1,1
884,47,Male,East,1,0,4,5,3,0,0,2,3,2,1,0,2,1,2
885,60,Male,West,0,0,2,5,5,0,0,4,4,2,1,0,4,3,2
886,65,Female,East,1,0,3,2,1,1,1,5,4,4,1,1,3,3,1
887,34,Female,South,1,1,1,2,4,1,1,4,4,1,1,0,3,2,4
888,43,Female,East,1,1,5,1,1,1,1,3,2,1,1,0,5,3,2
889,53,Male,North,1,1,2,3,3,1,0,4,2,1,0,0,5,3,3
890,18,Male,West,1,0,4,1,2,1,0,1,4,5,1,1,1,1,2
891,25,Female,East,1,1,2,1,4,1,0,5,5,3,1,0,2,2,5
892,52,Female,South,1,1,4,3,1,0,0,4,2,1,1,1,3,5,1
893,32,Female,East,1,1,2,2,1,1,1,1,2,3,0,0,4,3,5
894,64,Male,East,1,1,4,3,1,1,0,2,1,3,1,0,1,3,4
895,39,Female,North,1,0,3,4,2,0,0,4,1,2,1,0,4,5,3
896,31,Male,East,1,0,1,4,1,1,1,5,5,4,1,0,3,1,1
897,43,Male,North,0,0,3,4,5,1,1,1,2,5,1,1,3,2,2
898,45,Female,East,0,0,1,5,5,0,0,4,2,3,1,0,3,1,3
899,40,Female,West,1,0,3,2,1,0,0,2,3,5,1,0,3,4,2
900,31,Female,West,0,0,3,2,5,1,0,4,5,2,1,0,4,3,4
901,41,Male,East,1,0,2,5,4,1,0,1,5,1,0,0,1,4,1
902,19,Male,East,1,0,5,1,5,1,0,4,3,3,1,0,3,3,4
903,62,Female,North,1,0,4,4,1,0,0,5,3,4,0,0,5,4,4
904,43,Female,West,1,1,4,4,3,0,0,3,1,2,1,1,1,5,4
905,31,Male,South,0,0,4,1,4,0,0,1,5,5,1,1,5,3,4
906,24,Male,South,1,0,1,3,2,0,0,1,5,1,1,0,4,3,2
907,20,Male,South,1,0,4,3,1,0,0,1,3,5,0,0,3,4,5
908,64,Female,North,1,0,4,2,2,1,0,1,4,4,1,0,1,2,2
909,40,Male,East,0,0,2,5,3,1,1,4,4,3,0,0,3,4,3
910,63,Male,North,1,1,3,2,2,1,1,5,1,4,0,0,3,3,4
911,60,Male,East,0,0,4,3,1,0,0,2,4,5,0,0,1,3,3
912,64,Male,South,0,0,5,1,1,0,0,5,4,5,1,0,3,2,2
913,62,Male,North,0,0,4,2,3,1,0,1,4,4,1,1,3,1,4
914,35,Female,East,0,0,1,4,1,1,1,4,2,4,1,0,2,2,2
915,55,Male,North,1,1,1,4,3,1,1,4,1,4,1,0,2,1,4
916,52,Female,South,0,0,1,1,3,1,0,1,3,1,0,0,1,3,2
917,32,Male,East,1,1,4,3,1,1,1,4,4,5,1,0,1,5,1
918,42,Female,North,1,0,2,4,5,1,0,1,2,2,0,0,3,5,5
919,54,Female,West,1,0,5,4,3,1,1,5,4,1,0,0,5,4,5
920,45,Female,North,0,0,4,5,1,1,1,3,2,1,0,0,1,2,4
921,27,Female,North,1,0,2,2,5,0,0,4,1,1,1,1,3,2,1
922,56,Male,East,1,0,2,3,3,1,0,1,4,2,1,1,5,5,3
923,34,Male,South,1,0,4,2,5,0,0,1,2,4,1,1,2,1,1
924,56,Female,North,0,0,4,3,4,1,1,4,5,5,1,1,1,2,4
925,39,Female,South,1,1,2,4,4,1,1,2,5,3,1,0,3,1,1
926,43,Female,South,1,1,2,5,5,1,0,1,2,3,0,0,2,1,3
927,61,Female,West,1,0,2,2,3,1,1,4,4,5,1,1,4,1,4
928,42,Female,South,0,0,4,4,1,1,0,1,4,2,1,1,2,1,5
929,34,Male,West,1,1,2,3,2,1,1,2,1,3,1,1,3,4,1
930,30,Male,West,0,0,1,2,1,0,0,3,1,1,1,0,5,4,5
931,37,Female,South,0,0,4,2,2,0,0,2,3,3,1,1,4,5,5
932,42,Female,West,1,1,1,4,2,1,0,5,1,5,0,0,4,4,2
933,21,Male,South,0,0,3,2,3,1,0,4,4,1,1,0,4,2,3
934,27,Female,West,0,0,4,5,5,1,0,2,3,3,1,0,1,4,1
935,20,Male,North,0,0,3,5,1,1,0,3,1,5,0,0,3,2,5
936,58,Female,East,1,0,2,4,5,1,1,1,2,2,1,0,4,2,5
937,62,Male,South,1,1,2,3,4,0,0,4,5,5,1,0,2,1,3
938,35,Male,South,1,0,5,4,3,1,0,2,1,2,0,0,5,5,5
939,64,Female,East,1,0,2,5,3,0,0,3,1,1,1,1,3,1,5
940,53,Male,East,0,0,3,1,4,1,0,2,2,5,1,0,2,1,5
941,64,Female,North,1,1,2,1,1,0,0,5,4,4,1,1,1,4,5
942,39,Female,North,1,1,4,2,4,1,0,4,2,4,0,0,4,4,2
943,51,Female,East,0,0,2,2,1,0,0,1,1,4,0,0,2,2,2
944,64,Male,East,1,1,5,1,2,1,1,3,4,4,1,0,3,4,4
945,25,Male,West,1,0,2,5,3,1,0,2,3,4,1,1,2,4,1
946,57,Male,West,0,0,3,2,1,1,1,4,1,2,1,1,1,3,3
947,61,Female,West,0,0,3,4,5,1,1,2,2,5,0,0,5,2,4
948,36,Female,East,0,0,2,4,5,1,0,4,3,1,0,0,4,2,2
949,59,Female,South,0,0,3,5,3,1,1,5,5,4,0,0,3,3,2
950,58,Female,North,1,0,3,2,4,1,1,2,3,4,1,0,4,2,2
951,54,Female,West,1,1,5,4,4,0,0,5,2,1,1,0,4,5,4
952,23,Female,East,1,0,4,2,1,1,0,3,3,1,1,1,4,5,2
953,43,Male,North,1,1,5,2,4,0,0,5,2,4,1,0,2,3,4
954,51,Female,South,0,0,1,4,3,0,0,4,1,2,1,1,2,4,2
955,62,Male,West,1,1,5,1,1,1,0,3,4,1,1,0,5,5,5
956,23,Female,East,1,0,2,4,2,1,0,2,5,5,0,0,1,3,5
957,54,Female,South,1,1,4,5,4,1,0,2,4,5,1,0,3,5,1
958,50,Female,South,1,0,2,3,4,1,1,4,4,2,1,0,2,1,2
959,39,Male,North,1,0,1,4,1,0,0,1,4,3,0,0,4,3,1
960,38,Male,South,1,1,4,2,5,0,0,1,2,2,0,0,1,2,4
961,23,Male,South,1,0,3,2,4,1,0,2,2,4,1,0,3,5,1
962,23,Male,North,0,0,5,4,3,1,0,4,5,3,1,1,3,2,2
963,65,Male,West,0,0,2,3,4,0,0,1,2,4,0,0,3,3,4
964,21,Female,South,0,0,1,4,2,1,0,5,2,5,0,0,3,5,4
965,47,Female,West,1,1,3,3,4,1,0,2,2,1,1,0,5,2,5
966,28,Male,West,1,0,5,3,5,1,0,5,2,4,1,0,3,4,4
967,47,Male,North,1,0,3,5,4,1,0,4,1,5,1,1,1,4,4
968,48,Male,East,1,1,5,2,1,1,0,5,5,2,0,0,2,1,1
969,41,Female,South,1,0,4,2,4,1,0,1,2,4,0,0,1,3,4
970,26,Female,West,1,1,3,3,5,0,0,1,5,5,0,0,4,2,3
971,20,Female,North,0,0,3,2,1,1,1,3,3,1,0,0,5,1,5
972,48,Female,East,0,0,3,1,3,1,1,2,1,4,1,0,5,3,5
973,57,Female,East,1,1,4,3,1,0,0,4,2,5,1,0,4,4,4
974,54,Female,South,1,1,1,2,2,1,0,2,1,4,1,0,1,2,1
975,53,Male,North,1,0,5,1,1,1,0,5,1,1,1,0,1,5,5
976,41,Female,East,0,0,3,5,3,1,0,4,3,4,0,0,4,4,5
977,48,Male,East,0,0,4,2,4,0,0,4,5,4,1,0,3,5,3
978,23,Female,South,1,1,1,1,1,1,1,1,1,5,1,0,3,5,4
979,19,Male,East,0,0,5,4,1,1,0,5,4,3,1,0,2,2,5
980,37,Female,South,0,0,4,4,1,0,0,1,3,4,0,0,1,2,5
981,45,Female,East,1,1,5,1,1,1,0,1,4,3,1,1,1,5,5
982,28,Female,North,0,0,3,3,3,1,1,3,3,2,0,0,4,1,5
983,21,Female,West,1,0,1,3,5,1,1,1,4,4,0,0,4,5,1
984,32,Male,South,0,0,4,2,5,0,0,2,4,3,1,1,3,5,2
985,23,Male,South,0,0,1,4,1,1,0,4,1,2,1,0,1,2,3
986,47,Male,North,1,1,3,3,3,1,1,1,1,5,0,0,1,3,1
987,55,Male,North,1,1,1,3,3,1,1,2,3,4,0,0,5,4,3
988,19,Female,East,1,1,1,4,1,1,0,5,5,5,1,1,2,2,5
989,32,Male,South,1,0,2,5,2,1,0,4,1,2,0,0,2,1,3
990,28,Female,West,0,0,1,3,1,0,0,5,1,5,1,0,3,4,4
991,25,Female,North,1,1,5,1,2,1,1,2,2,5,0,0,1,2,4
992,43,Female,South,0,0,4,2,1,1,0,5,1,1,0,0,5,2,2
993,62,Male,South,1,1,2,3,2,1,0,5,5,2,1,0,1,3,2
994,61,Female,North,1,0,4,3,2,0,0,5,2,5,1,1,4,1,3
995,22,Female,North,1,0,4,5,1,1,1,1,4,3,0,0,3,1,1
996,23,Female,South,1,0,3,1,2,1,1,1,4,2,1,0,2,2,1
997,43,Female,South,0,0,3,2,4,1,1,1,2,1,0,0,1,3,5
998,21,Female,South,0,0,2,3,5,0,0,4,2,4,0,0,3,2,1
999,36,Male,East,1,0,3,2,3,0,0,2,2,5,1,0,2,5,2
1000,37,Female,East,1,0,3,4,2,0,0,1,3,3,1,1,1,5,1
